id,fasting_ability
184150,0.64496845
231543,0.8493206
223119,0.9387746
216860,0.5289825
183251,0.85582715
152109,0.9736289
169062,0.95784533
262985,0.9039768
226366,0.9644793
190830,0.9402509
224509,0.4608754
201371,0.8585973
203118,0.9305725
232369,0.8952358
181884,0.3536509
271114,0.99312073
233638,0.88441724
165911,0.96730185
238898,0.7216958
160207,0.956115
179975,0.9388931
161283,0.9819677
172669,0.86596143
206126,0.962369
276391,0.77076346
169688,0.7815438
204552,0.6500467
264686,0.45726052
233485,0.9657142
177010,0.99258363
211674,0.9954847
224597,0.84547544
188261,0.6008229
210609,0.90379757
185117,0.95753974
200181,0.9353372
216840,0.80608416
215013,0.91195893
240144,0.3293782
155487,0.3236776
259986,0.96440834
189332,0.80331236
230085,0.73334223
218391,0.81516224
265364,0.23172428
233478,0.8665104
263847,0.9197916
149927,0.9861667
177308,0.6407416
216656,0.64362454
149244,0.41994196
156070,0.8948467
250841,0.8206848
152680,0.988734
154589,0.8701685
221580,0.7524644
169436,0.49643055
181406,0.8980329
155856,0.7623892
153483,0.7470302
236609,0.7555133
216223,0.88308626
220431,0.86546975
251207,0.52257967
169661,0.81404305
195724,0.35335585
157094,0.37178177
248262,0.97474027
198106,0.8501391
223843,0.13630062
250853,0.56462497
212875,0.70774865
261928,0.5620958
250909,0.78268987
149824,0.83037066
236808,0.87466687
165587,0.91998607
180283,0.9858786
196313,0.83462584
180087,0.81139296
161199,0.96247095
163978,0.9401849
247095,0.8708962
186668,0.5288325
250371,0.84733874
224667,0.95098853
179143,0.7032112
271250,0.9677203
155338,0.90258414
272058,0.9552957
189013,0.8430263
276214,0.9831603
235534,0.88954663
207178,0.6692455
277332,0.9028878
156788,0.82576954
208967,0.76405954
270225,0.57376426
201964,0.8002714
191361,0.94014204
240273,0.93790257
235064,0.89953196
274987,0.98672974
157474,0.9975441
245050,0.93853384
182985,0.9394746
255723,0.6820662
275897,0.91087294
166406,0.7080271
225183,0.8266534
148614,0.92350185
154580,0.89400387
228560,0.9814037
173592,0.92848474
217100,0.92654675
214331,0.90301436
149461,0.9488035
200063,0.9368678
278478,0.8646437
274890,0.66650015
254308,0.25138673
210333,0.6267822
182893,0.5685935
175848,0.46355796
265771,0.9055394
193822,0.32972068
148455,0.9721868
270599,0.613406
209812,0.94613385
216495,0.8245319
229842,0.9770872
164134,0.9441762
264174,0.87856746
202023,0.7463656
261698,0.96813744
180862,0.9633284
205249,0.73451906
200476,0.9460552
185113,0.9755044
225249,0.9762723
154628,0.9486243
200352,0.89512104
219696,0.80405647
216030,0.4336555
189260,0.8752358
181790,0.8094918
248194,0.8040138
180993,0.5566926
193239,0.6990564
160423,0.2409852
186697,0.8901739
166142,0.2897036
154327,0.61338234
223193,0.38204524
158523,0.45224616
164466,0.8660249
170920,0.96838737
162167,0.73940194
151478,0.66859585
196338,0.7877755
213703,0.8504471
278497,0.6304404
181919,0.9859465
253797,0.8359697
225943,0.4776936
169507,0.53093916
156908,0.31329218
258461,0.90021265
211658,0.9520268
158195,0.9148102
162128,0.66141975
181158,0.7459379
219693,0.7839168
158163,0.7887541
229450,0.95320225
242870,0.8063639
240436,0.738183
255695,0.37937918
201637,0.8757532
241051,0.96289927
192099,0.9517447
198415,0.96448517
209238,0.9658173
245271,0.5859584
214773,0.7627343
270242,0.8404096
182914,0.9118043
198622,0.9344204
195525,0.97233236
210060,0.5956424
188892,0.5491731
269711,0.87395674
219691,0.9360759
189082,0.95048475
159410,0.84400696
226441,0.98260224
156142,0.94419736
258059,0.84612536
187269,0.7477623
164913,0.3332565
274421,0.7447134
266567,0.9630012
176856,0.52534866
148827,0.59639186
241157,0.82887965
167231,0.82693315
191687,0.88294846
210574,0.95474225
278106,0.41205454
270546,0.7788584
152246,0.9575952
220481,0.59354895
215781,0.5170086
192799,0.23977064
247381,0.99547786
237522,0.92886424
176303,0.9660528
226950,0.9564354
274125,0.935738
245852,0.88920057
213696,0.87489367
264997,0.82698494
191483,0.96479446
178316,0.8594931
230954,0.9727501
218040,0.94749105
203148,0.6350478
168755,0.79845333
235659,0.94766825
225620,0.32447985
277310,0.9699924
164493,0.9869228
255403,0.8946561
186694,0.8591293
229114,0.67596245
215269,0.8959467
183562,0.8761755
228961,0.36149466
213107,0.39785776
168066,0.9808591
205688,0.44032985
160891,0.59210205
244209,0.83793265
271730,0.9579178
150631,0.98691386
201228,0.67248994
199574,0.8623095
166307,0.7394062
173914,0.78942996
252933,0.9445169
259443,0.97082597
192636,0.93002284
251822,0.3795621
229410,0.82530004
205914,0.83680654
171238,0.90926445
264677,0.9888538
178754,0.7386603
149827,0.9483394
237786,0.7258475
237355,0.9065419
236852,0.73647076
258496,0.9932861
241501,0.26811692
179659,0.7458733
161298,0.83481157
274826,0.88713324
220676,0.67230064
201685,0.74425983
266405,0.98659074
185035,0.8652167
188562,0.71187097
197039,0.3493265
229405,0.89267766
225364,0.9427401
267958,0.46463364
212726,0.5152892
240951,0.89151603
227052,0.94088566
266161,0.89168113
161352,0.700338
269193,0.911016
154227,0.93233263
149755,0.80744505
209160,0.85086274
253684,0.4055027
204091,0.9685449
147706,0.8771353
246546,0.98057276
191096,0.9545202
239256,0.7075408
192572,0.90121293
216941,0.83709
201515,0.45470792
201597,0.7674583
218190,0.51003283
195087,0.90159154
208045,0.6634895
207654,0.9574021
215869,0.8949177
235392,0.62351567
168683,0.79396206
227199,0.98863447
237748,0.6398467
193873,0.3840921
258789,0.37954
211045,0.60450995
185184,0.94651717
269885,0.81401765
249196,0.8180496
253064,0.91121453
231714,0.6031645
176740,0.9904847
169791,0.93568003
176535,0.9138716
159908,0.9751542
156109,0.9509068
274168,0.9476548
161103,0.5847092
152754,0.98442286
163447,0.24338162
172352,0.90095186
234935,0.8866946
162413,0.93258077
194157,0.9600544
184028,0.8563076
237859,0.9012565
223816,0.42612085
220205,0.33904606
202919,0.65570545
234171,0.8608229
258278,0.642753
247960,0.88787884
250033,0.6793785
258083,0.9837948
272558,0.77140075
208759,0.22527811
273315,0.43712488
233137,0.39319542
203652,0.9294667
210004,0.96522075
269608,0.96931195
213285,0.8295725
234953,0.61936545
202645,0.3189654
273227,0.760849
258217,0.5653425
215132,0.20430763
160644,0.59898335
188043,0.9590134
180335,0.96516657
190082,0.8922293
149471,0.8271761
276447,0.87533516
226208,0.8491251
203337,0.67091537
208339,0.99689436
234008,0.28921747
165632,0.56762797
205277,0.97566867
225696,0.33841324
168610,0.597375
236517,0.89737475
162862,0.78488004
191045,0.89384866
206830,0.6386341
167431,0.7063551
252463,0.97607726
204916,0.9561429
222054,0.9532014
171333,0.96399295
249590,0.92588663
171578,0.9593524
164097,0.66182286
200833,0.7989543
151179,0.8512452
193938,0.16951044
202423,0.9173827
259708,0.8595994
211391,0.50228417
181403,0.9867573
231531,0.2917123
275961,0.8711027
246567,0.7963977
261269,0.95006794
154075,0.89483297
200259,0.9151424
244235,0.99213797
194368,0.9725372
193266,0.9015345
242867,0.98085326
177957,0.8444431
150679,0.89263546
169726,0.4393037
247907,0.9740287
273199,0.5518768
188903,0.96237874
177612,0.94411916
197456,0.5515828
160887,0.36127874
255692,0.84717077
152236,0.65575963
168446,0.7479557
218703,0.80281705
210349,0.9508583
178978,0.9892765
185039,0.952455
150262,0.92342895
217318,0.90405756
208848,0.79496354
180775,0.6987619
188100,0.8853946
179747,0.60160744
242049,0.92563707
172172,0.9828362
198040,0.6152018
277541,0.961637
168052,0.965393
203049,0.9732669
161961,0.2828603
201194,0.9926001
206978,0.93936473
272760,0.98165405
249842,0.9262952
208147,0.9931933
238969,0.9219069
234337,0.24112473
213038,0.94523436
154127,0.70352083
197722,0.2574814
198303,0.5883423
236029,0.37237996
241526,0.87534153
216446,0.38970697
257525,0.5078372
172652,0.3208948
223041,0.990827
273536,0.9634792
152859,0.96306473
275206,0.75782293
208042,0.7093762
243003,0.82844716
192838,0.8387175
237420,0.9500655
268431,0.79156286
163349,0.7978281
215724,0.8916713
262450,0.9338988
240120,0.9782934
156283,0.95420694
184657,0.83137167
201189,0.9044448
236674,0.7176887
271151,0.5826623
268518,0.7878879
270358,0.8249398
252972,0.5615396
242059,0.9713274
159803,0.46692905
256001,0.87621844
159064,0.84823114
228599,0.77677107
195752,0.2994292
159246,0.9091243
259168,0.69512117
223551,0.4515313
275740,0.9877109
175249,0.86202586
252800,0.3160317
230080,0.8722326
231897,0.8743279
162293,0.5594399
216626,0.9699098
246006,0.6034302
227919,0.90284777
157297,0.94270205
202006,0.9310542
185458,0.93367183
228669,0.86258465
266233,0.93824244
189731,0.52781034
158448,0.9511341
173778,0.68762434
180835,0.94224477
169544,0.83950275
250704,0.82471174
172443,0.68289423
192190,0.94122285
186870,0.8989726
147510,0.95048606
233620,0.9426383
235639,0.4808458
196422,0.98956805
195786,0.9858154
221323,0.94997406
211157,0.7709479
233601,0.977066
178758,0.95186603
179164,0.85320324
199282,0.9065591
194001,0.38935226
162502,0.90411144
259259,0.97141427
233177,0.9082068
221515,0.9309719
217615,0.7398711
260681,0.83813316
230225,0.9716185
174915,0.81624407
186775,0.86650354
268191,0.8312518
171334,0.9343949
194975,0.9783212
183512,0.3599622
194011,0.91318154
235187,0.47088933
235908,0.29610333
203629,0.2224452
250520,0.96246797
220524,0.46487418
156811,0.98989326
194234,0.8404714
254409,0.9503759
181292,0.86637557
269177,0.9286116
231389,0.9884212
249082,0.977443
246427,0.61468285
231835,0.83602124
176882,0.974409
276695,0.75173557
211366,0.9666647
220293,0.46849662
225650,0.8652595
212351,0.83970386
278967,0.43181178
183487,0.9537778
206308,0.87703764
242201,0.7918703
155563,0.8907013
249431,0.57883334
197100,0.9875589
228490,0.5888499
186965,0.30788833
203705,0.9084911
254898,0.6019077
275977,0.50369793
200777,0.84006494
260117,0.87947357
228894,0.9617888
231329,0.73328644
212283,0.9181809
244001,0.24922754
233487,0.9379312
147247,0.91236395
150252,0.3266087
247253,0.1777064
265787,0.33025032
276279,0.68399584
263146,0.9346839
194860,0.91103864
175015,0.9166997
178430,0.9735734
227190,0.9279105
202295,0.9558103
252000,0.98738873
197656,0.72110176
200017,0.9622062
245746,0.80848354
231817,0.9353347
198107,0.87975866
224451,0.9429154
211892,0.87449735
172590,0.9920711
275693,0.96155274
199729,0.7932583
217868,0.5936807
222890,0.935201
149487,0.8498768
204383,0.41507325
165583,0.76383287
193951,0.9769149
148699,0.8101452
211094,0.6481511
245830,0.93058306
228634,0.8769641
260580,0.9593614
238742,0.80013764
277779,0.89756095
274114,0.9827237
196968,0.889063
183292,0.63132024
175789,0.93596524
148203,0.9921111
264821,0.9438188
273188,0.37004507
163149,0.96079004
235939,0.61114204
178628,0.8996353
241763,0.44045296
227585,0.84966016
273290,0.45548218
156781,0.8256534
271272,0.99815124
192247,0.9598962
243931,0.34845135
232215,0.98828787
255215,0.86766577
272617,0.8587502
277919,0.9891123
248894,0.99117005
231766,0.9439088
221416,0.47180298
211746,0.9765841
191696,0.9906324
259054,0.8392618
260588,0.9446
216157,0.3745664
254914,0.86270946
160246,0.5457054
269561,0.9503393
262256,0.8237662
258296,0.56706643
252027,0.783876
159574,0.95051956
201381,0.9466003
275571,0.76216614
177725,0.4003155
232210,0.9370352
171846,0.6784182
232530,0.97761905
170402,0.88266873
237652,0.40418956
234627,0.92126215
181003,0.34027717
239045,0.50242466
178975,0.7415322
188792,0.9419094
213092,0.9058206
269812,0.9690035
149526,0.75103086
253033,0.73016876
151934,0.9221538
256071,0.7087316
192387,0.56353027
253495,0.8893257
152732,0.93470156
274817,0.97730356
226295,0.91120946
231886,0.27496317
233664,0.61039215
240421,0.8412908
276622,0.81710714
273119,0.35860792
180448,0.88847905
213427,0.95291436
165033,0.9423616
194501,0.9905889
151845,0.20342971
175810,0.9520031
171148,0.9140838
210974,0.28602132
161005,0.88822335
226570,0.76195896
166903,0.68486184
195794,0.43533203
163822,0.3559027
238182,0.9054189
176523,0.55638015
159725,0.36759722
233245,0.7529336
275078,0.7831091
210877,0.6659026
205080,0.71833
230434,0.8188412
272342,0.8935077
175191,0.90052795
276427,0.86189044
227287,0.8418043
158355,0.94095266
170250,0.6491921
254005,0.37916973
262268,0.8234872
229982,0.48571697
232698,0.8018375
210212,0.979511
188891,0.9940499
274076,0.92144495
256310,0.99598384
173971,0.9058154
191586,0.96291363
198760,0.57410526
234695,0.9731766
226993,0.70446694
166796,0.9065489
211136,0.50075424
167458,0.9567128
220100,0.8964782
235479,0.91096646
220630,0.81333834
214649,0.5110787
151772,0.9817583
214811,0.50463223
236099,0.72286034
165022,0.6385993
183878,0.9808233
216001,0.85998476
270279,0.49219123
184062,0.39377287
155941,0.8539912
169951,0.71558213
276993,0.79652065
216962,0.9906509
250000,0.6020313
223266,0.7772422
247432,0.8607271
253155,0.9694996
194304,0.8126224
163936,0.8141133
242045,0.9849177
178833,0.9108952
175763,0.70497555
268241,0.7704383
264008,0.959752
245861,0.9851778
255924,0.71804076
196935,0.40205386
236334,0.9723331
173217,0.70436025
184351,0.68438244
228889,0.76665074
162084,0.8172038
203054,0.9126107
177249,0.87672275
195899,0.34256202
273822,0.19985439
215773,0.93721884
255620,0.32115498
269416,0.84826833
270619,0.8615943
181866,0.92565715
272194,0.85424036
158731,0.7808705
266842,0.18477848
175028,0.886124
184052,0.36750957
270874,0.18715064
242984,0.9855186
219404,0.96350116
201011,0.33992967
188458,0.8426788
153891,0.8196849
259959,0.97983825
258700,0.33473623
236504,0.97637117
203215,0.89005536
211545,0.8769618
259198,0.7692773
237941,0.46287033
185156,0.98518527
167288,0.9558663
235507,0.69709027
229986,0.32029146
211993,0.96555805
158727,0.5901514
168800,0.97294015
157918,0.9541842
204910,0.85892975
153807,0.6243868
229000,0.8751806
147305,0.98452026
214375,0.8763995
149889,0.47139332
218419,0.3429775
158991,0.7565677
172420,0.95352006
240594,0.9021616
184535,0.905461
179969,0.96548337
186157,0.93529654
209096,0.693699
271578,0.36527297
210516,0.98945206
253316,0.9394024
257287,0.9900799
231763,0.60287917
158922,0.99644744
268355,0.64795166
192578,0.85597605
231827,0.29686797
156657,0.94534343
177465,0.78282654
165292,0.40258998
182992,0.90112126
268076,0.97639173
236956,0.88506603
185511,0.9330584
215643,0.98462254
274678,0.9527034
184196,0.3886204
177234,0.59060615
249094,0.8722825
263744,0.47123867
232074,0.9621977
233893,0.3675127
227979,0.28603196
274982,0.92633367
214204,0.75594556
205095,0.68562186
154221,0.36733252
227682,0.463486
237600,0.53293467
238788,0.81304944
216022,0.88912046
166435,0.99071807
180955,0.8937516
173230,0.6990055
206772,0.30072403
150722,0.99015886
203739,0.9052335
223831,0.843752
254584,0.9688292
224844,0.88097554
211670,0.63795924
259433,0.8020163
232614,0.9816011
252019,0.9300882
159465,0.64256644
175850,0.42711705
278779,0.33474377
257150,0.73233134
213619,0.92958033
240058,0.8801781
148766,0.90052223
254419,0.61864495
232214,0.572098
233728,0.97151047
205930,0.5472158
214412,0.94130385
162829,0.43731436
265023,0.767922
244390,0.99097323
194006,0.99009377
246475,0.62041247
211392,0.90198284
202908,0.712569
228786,0.5776113
240154,0.9302852
252367,0.76002526
264673,0.5993228
224590,0.51514643
215798,0.9872228
184481,0.9485146
166808,0.9097869
243025,0.779529
211791,0.6805011
205358,0.98292106
178971,0.4060621
154870,0.97244024
224536,0.93778956
236238,0.9413241
167729,0.98599595
178032,0.9498023
239406,0.97454077
269942,0.97465116
265355,0.8654147
170331,0.6652058
189901,0.6135915
228620,0.84667325
240014,0.7255772
204504,0.89631206
150326,0.89687026
201713,0.9106733
194008,0.3470509
218078,0.98175585
178479,0.29303044
256601,0.387251
239465,0.9279602
202600,0.23776916
211050,0.47732723
147374,0.39716515
194815,0.6370466
243254,0.96279734
191683,0.5561716
176045,0.7120168
172903,0.41970795
238638,0.97253436
266240,0.61445296
248024,0.40862203
262082,0.9247173
186497,0.77343184
267804,0.70356035
238902,0.39226088
194834,0.302167
170287,0.64677113
150788,0.63675714
224136,0.61982244
222642,0.7696642
275341,0.43524697
258793,0.603245
259531,0.9065212
229022,0.8859049
177750,0.97167724
264165,0.9602484
188097,0.93032736
235389,0.85803634
223054,0.898893
267226,0.46156237
240087,0.8556092
201808,0.48342344
273775,0.87912893
178542,0.78806484
197257,0.93913674
272739,0.95980626
270518,0.9061801
185582,0.9332591
212250,0.91988903
199824,0.8785926
211810,0.5856934
246304,0.91507614
247226,0.94082296
215549,0.7151608
155200,0.7670811
274145,0.5126843
176203,0.97663987
258483,0.9685532
224030,0.9442944
190061,0.97007835
183890,0.943737
170410,0.7660993
258026,0.88633305
161082,0.9202263
274486,0.8811299
266097,0.9160219
176131,0.91554904
206945,0.8573944
271704,0.86145467
217813,0.7190226
154946,0.910162
276687,0.933915
225066,0.9088522
187206,0.97867316
208131,0.87608594
147377,0.25632328
214315,0.85560787
195364,0.5831961
234897,0.7589842
171640,0.71633965
161735,0.98360944
176182,0.94811654
262189,0.97424096
164488,0.68879473
200326,0.9338592
251370,0.9139068
234855,0.8844725
260607,0.95274
226781,0.41785768
183026,0.48684272
260874,0.40998912
267995,0.7323092
229075,0.9920913
273660,0.35161564
151725,0.65719056
275020,0.34880453
266711,0.92741275
204929,0.984923
150633,0.6442792
252814,0.90414
238025,0.6606124
176778,0.8023523
236252,0.3109035
272702,0.9640869
176582,0.75255764
176914,0.8034278
153292,0.96271574
199951,0.91777337
269755,0.6599666
165654,0.99623966
200951,0.916077
152848,0.8563327
248981,0.88554394
231154,0.9335255
255992,0.92726123
163667,0.44415227
192560,0.83342886
175123,0.9831861
260076,0.8753532
179858,0.95665497
149851,0.64307576
197392,0.93167603
183945,0.7869625
257519,0.56505686
201508,0.9644843
176056,0.6187288
208812,0.30131656
151768,0.73400295
149544,0.9576535
254522,0.9054418
246265,0.8037076
262061,0.6183729
193259,0.9041228
216451,0.4309363
214249,0.8579838
267966,0.8741098
250103,0.96202844
254834,0.9313449
183767,0.5811499
197738,0.946388
217637,0.44653013
231066,0.8318216
264313,0.75492233
166317,0.93393356
242305,0.5234461
150880,0.9669347
271447,0.97161084
174402,0.99132884
210107,0.7762183
256256,0.9107331
193175,0.9660194
202012,0.6303725
165646,0.96582276
217706,0.5628517
205714,0.8601407
242869,0.9306699
148859,0.45741937
165557,0.8949585
153816,0.8627974
164246,0.9405411
238854,0.9284267
200196,0.89446783
229721,0.66613084
230156,0.8836758
204429,0.79982716
196950,0.74115926
236480,0.4544425
232827,0.85825515
176747,0.74839795
239355,0.9908947
166626,0.97952384
275056,0.96072733
198119,0.9704198
178445,0.91921496
181459,0.98649096
230739,0.8677028
212877,0.95208514
246222,0.97154737
252091,0.8149416
211666,0.9440877
196762,0.9157323
261163,0.83327544
192988,0.8846277
203328,0.81623065
257208,0.95339143
254943,0.15289499
252611,0.7595447
260794,0.92969453
155429,0.9841234
213224,0.8833107
228924,0.905588
249745,0.81629235
232132,0.92160183
220860,0.9483973
171159,0.5014982
176329,0.9502322
237706,0.859922
243497,0.84287226
238119,0.8776492
224835,0.9631468
243408,0.905775
188209,0.5550411
182384,0.9869611
232702,0.28729105
258761,0.73434114
186642,0.90864116
277732,0.98214275
272548,0.99271786
264899,0.34840804
174223,0.6340955
194233,0.45153183
247243,0.92213744
162532,0.94382465
220589,0.9532816
267921,0.9316379
262579,0.90490806
228743,0.8827282
255619,0.93432415
180237,0.74121964
251731,0.8754333
172265,0.961128
232275,0.71440905
252060,0.71238124
176537,0.9532065
227879,0.74183434
262725,0.3507903
148348,0.9598424
252766,0.8073517
232224,0.98268145
253300,0.9046912
250232,0.6550927
200574,0.87192065
190766,0.4350467
151562,0.8378788
197959,0.9135801
229957,0.22079143
228720,0.92845607
233277,0.41346362
269984,0.9161913
251165,0.37873784
173471,0.94011724
235259,0.9722673
201939,0.8827574
176929,0.93503964
241773,0.6402125
162639,0.31864423
193749,0.67848015
180985,0.90930796
251295,0.94390166
274690,0.851407
193062,0.7744505
255674,0.20570336
170711,0.98790526
253449,0.9433126
258732,0.5307524
192785,0.9871323
174195,0.97629005
237065,0.317611
254414,0.641941
239993,0.9398631
208799,0.9662764
176642,0.9672481
185262,0.50342655
218508,0.9535048
270370,0.8032536
186083,0.99170375
266022,0.61311567
266080,0.42469466
246833,0.6155535
197389,0.8866655
239459,0.516284
176850,0.4270643
172308,0.9539705
177493,0.7626097
262454,0.8615397
208250,0.87981
154693,0.72809637
206661,0.42539358
161827,0.82174164
240319,0.9911834
212743,0.93408674
263904,0.72281873
246132,0.26643038
210347,0.8689634
191961,0.48963684
170964,0.6601189
155078,0.97928214
183472,0.9479363
155166,0.7553111
196823,0.8372493
223115,0.96072626
179901,0.58306
248720,0.8622964
147846,0.8231734
154700,0.9702462
169694,0.9746986
219435,0.9862888
148368,0.78679043
250122,0.20065695
171565,0.79090446
265413,0.37127292
240426,0.9567067
239797,0.9366776
274977,0.98233426
224035,0.6049371
252272,0.59014034
178229,0.23590356
252167,0.87412447
194051,0.36029014
221410,0.28310677
167855,0.8944761
167168,0.5676498
187614,0.8590223
272206,0.4645424
207304,0.93177116
275711,0.6576281
249235,0.93777096
184568,0.5827258
157423,0.8231633
156342,0.69907856
212917,0.9806778
173156,0.7255087
150623,0.4866386
162640,0.9519704
187994,0.9421731
249105,0.68412244
150755,0.97678035
193282,0.5656744
171899,0.9902948
254125,0.89767224
254252,0.892766
215362,0.3459807
230201,0.9905785
149316,0.9387995
163531,0.74479306
205497,0.97568935
224045,0.98961776
278438,0.9562138
271394,0.39326733
278444,0.6495985
219582,0.8773512
238732,0.7992705
221483,0.7457549
199420,0.94012654
182715,0.9302841
224678,0.9768723
182614,0.48183396
209356,0.3967221
210163,0.6464706
192885,0.27396443
234828,0.89945954
251644,0.97993225
233822,0.57897276
254208,0.8356768
160448,0.66044855
172227,0.87741953
152874,0.6464879
235484,0.71453035
179470,0.9576817
216978,0.7799448
227629,0.5399754
167304,0.7299307
191168,0.9768364
168826,0.9808218
216205,0.8282026
267328,0.76504666
218004,0.6188074
166383,0.9111993
240892,0.93729424
250248,0.6166202
186990,0.80172753
174038,0.8868524
148954,0.70231503
222513,0.924013
276431,0.49514237
151464,0.4312428
197015,0.23010203
251442,0.6999122
205596,0.88093776
219425,0.4047429
164012,0.57839113
193425,0.9479032
196531,0.7602936
243167,0.46821612
241909,0.9822006
227848,0.6100447
191544,0.7741359
263151,0.8166519
167270,0.7705487
226811,0.37503994
243864,0.8687041
221437,0.81643534
161988,0.5051665
189287,0.99196315
195934,0.9824761
232692,0.9511831
214443,0.5025424
251360,0.7741013
209989,0.948668
184749,0.89694536
152254,0.9191492
207965,0.95946693
148343,0.8432467
265431,0.9716343
215514,0.49301085
259284,0.73301953
159285,0.3362746
268430,0.6445072
210556,0.9320884
161368,0.48839772
155419,0.8971543
162950,0.9825868
211020,0.9827512
199816,0.9136462
211437,0.75168
195510,0.94541043
268454,0.85676813
170355,0.9870809
248934,0.75470835
196857,0.76316744
222573,0.9393237
150837,0.8869087
204998,0.93449014
200745,0.2096752
164583,0.92308533
210348,0.7121041
170485,0.8814965
264357,0.26574135
160601,0.7766707
233676,0.5276219
208814,0.93638545
155536,0.9276682
235358,0.7226341
193581,0.40047678
225272,0.91942453
156289,0.9764227
219488,0.9888637
147240,0.9070661
183001,0.9228263
207602,0.98954856
168038,0.934828
239615,0.49617872
247734,0.6237294
214915,0.80153155
226096,0.59885776
151596,0.5999405
207815,0.86859715
218034,0.7051984
252565,0.68385744
218809,0.91179186
232675,0.94541407
155246,0.91720796
254602,0.5117046
181844,0.97787356
257109,0.3542833
202698,0.9534953
220610,0.90503037
162234,0.5141694
170256,0.908119
154416,0.9621818
219094,0.86438257
177178,0.9860358
217002,0.34282506
174995,0.34652087
155937,0.3860807
253393,0.26539773
262874,0.8958786
250395,0.91553235
169806,0.37458095
204443,0.4492264
161240,0.57541496
184275,0.6758551
254766,0.9097053
263127,0.9559596
219544,0.58093286
215738,0.4548743
270949,0.9291662
157404,0.93589413
176665,0.46263567
170002,0.30510163
220786,0.89118636
194123,0.4664154
233161,0.91759366
182456,0.55792445
165620,0.8737196
163913,0.9345087
262087,0.8784635
165673,0.3646997
215562,0.8750284
242177,0.9859263
147492,0.7792358
148058,0.9892819
274569,0.27557793
252181,0.9608073
268526,0.39847803
260324,0.81091684
182821,0.5315549
249104,0.84582335
209543,0.9828067
204130,0.9164316
273006,0.786961
186549,0.9160909
182089,0.40647373
193948,0.78449434
238686,0.24107791
254653,0.9660116
180656,0.99386036
193100,0.8181603
226095,0.87747145
181167,0.7133882
199053,0.7057172
150225,0.60511696
250790,0.9411342
273798,0.29410034
172152,0.9325384
158803,0.9386248
247039,0.9081591
156474,0.9531383
159659,0.7241558
276732,0.8900384
268183,0.39876595
197416,0.9267231
245517,0.9021463
236826,0.9699612
240738,0.98938775
257986,0.7327557
179332,0.89952993
150883,0.96362853
154158,0.7070213
206760,0.6185536
219196,0.8457948
241925,0.97666055
274124,0.91695553
220859,0.9951692
227940,0.7990843
271236,0.8851539
245398,0.97383004
214778,0.27526745
230249,0.7521672
195179,0.8697999
259585,0.83668953
174329,0.34413186
256923,0.89203376
251091,0.82173526
222699,0.9434292
210886,0.45997155
224747,0.8988323
188520,0.9849022
238303,0.96011025
272646,0.95845544
184364,0.4555484
204274,0.8639658
276247,0.26211908
261708,0.9916467
244051,0.8730358
182226,0.73083997
245269,0.3770714
255316,0.8127429
262916,0.95376724
213659,0.54304594
275438,0.93973684
235749,0.8894721
262123,0.9746712
179166,0.94803995
234178,0.8674135
263704,0.8128064
210822,0.9903791
206565,0.65650046
239448,0.35885468
152375,0.9868254
226414,0.9751232
241262,0.9769896
239789,0.993331
252502,0.9595303
257068,0.6616041
148816,0.97121483
165975,0.5790501
158573,0.4786886
261872,0.96097285
258139,0.72687745
